2.0|Johnston White|JR|RB|12|105|472|4.50|5|8.75|39.33|30|2016
3.0|Chad Voytik|SR|QB|11|79|164|2.08|4|7.18|14.91|30|2016
4.0|Justice Hansen|SO|QB|13|79|131|1.66|1|6.08|10.08|30|2016
5.0|Daryl Rollins-Davis|SO|RB|11|23|104|4.52|1|2.09|9.45|30|2016
6.0|Armond Weh-Weh|JR|RB|2|5|29|5.80|1|2.50|14.50|30|2016
7.0|Logan Moragne|SO|RB|13|9|22|2.44|0|0.69|1.69|30|2016
8.0|Cam Echols-Luper|JR|WR|13|7|8|1.14|0|0.54|0.62|30|2016
9.0|Darveon Brown|FR|WR|9|1|7|7.00|0|0.11|0.78|30|2016
10.0|Jamal Jones|FR|RB|2|3|-1|-0.33|0|1.50|-0.50|30|2016
11.0|Christian Booker|JR|WR|9|1|-3|-3.00|0|0.11|-0.33|30|2016
12.0|Team|||6|4|-8|-2.00|0|0.67|-1.33|30|2016
13.0|Sterling Stowers|JR|WR|13|1|-20|-20.00|0|0.08|-1.54|30|2016
|Total|||13|517|1784|3.45|19|39.77|137.23|30|2016
|Opponents|||13|522|1864|3.57|13|40.15|143.38|30|2016
1.0|Andy Davidson|SO|RB|13|190|961|5.06|12|14.62|73.92|725|2016
2.0|Ahmad Bradshaw|JR|QB|12|185|826|4.46|8|15.42|68.83|725|2016
3.0|Darnell Woolfolk|SO|RB|11|109|600|5.50|9|9.91|54.55|725|2016
4.0|Jordan Asberry|SO|RB|13|57|421|7.39|5|4.38|32.38|725|2016
5.0|Kell Walker|FR|RB|13|58|378|6.52|2|4.46|29.08|725|2016
6.0|Tyler Campbell|SO|RB|12|34|326|9.59|2|2.83|27.17|725|2016
7.0|Chris Carter|SO|QB|9|43|263|6.12|2|4.78|29.22|725|2016
8.0|Cole Macek|SO|RB|8|35|254|7.26|3|4.38|31.75|725|2016
9.0|Malik McGue|FR|QB|11|20|128|6.40|1|1.82|11.64|725|2016
10.0|Joe Walker|SR|RB|12|6|88|14.67|0|0.50|7.33|725|2016
11.0|Elijah St. Hilaire|SR|RB|12|11|70|6.36|1|0.92|5.83|725|2016
12.0|John Trainor|JR|RB|11|11|53|4.82|0|1.00|4.82|725|2016
13.0|Christian Drake|SO|RB|8|7|34|4.86|0|0.88|4.25|725|2016
14.0|Kevin Hicks|FR|RB|1|3|17|5.67|1|3.00|17.00|725|2016
15.0|Connor Slomka|FR|RB|1|2|10|5.00|0|2.00|10.00|725|2016
16.0|Ryan Velez|FR|RB|1|1|8|8.00|0|1.00|8.00|725|2016
17.0|J.D. Mote|SO|P|6|0|7|-|0|-|-|725|2016
18.0|PaulAndrew Rhoden|SR|RB|5|3|7|2.33|0|0.60|1.40|725|2016
19.0|Glen Coates|FR|WR|11|1|5|5.00|0|0.09|0.45|725|2016
20.0|Nick Schrage|SO|K|8|1|-10|-10.00|0|0.13|-1.25|725|2016
21.0|Team|||7|13|-32|-2.46|0|1.86|-4.57|725|2016
|Total|||13|790|4414|5.59|46|60.77|339.54|725|2016
|Opponents|||13|406|1576|3.88|17|31.23|121.23|725|2016
1.0|Kamryn Pettway|SO|RB|10|209|1224|5.86|7|20.90|122.40|37|2016
2.0|Kerryon Johnson|SO|RB|12|182|895|4.92|11|15.17|74.58|37|2016
3.0|John Franklin III|JR|QB|13|46|430|9.35|2|3.54|33.08|37|2016
4.0|Kam Martin|FR|RB|10|44|320|7.27|3|4.40|32.00|37|2016
5.0|Stanton Truitt|SO|RB|11|31|187|6.03|2|2.82|17.00|37|2016
6.0|Sean White|SO|QB|11|55|163|2.96|2|5.00|14.82|37|2016
7.0|Eli Stove|FR|WR|12|11|131|11.91|1|0.92|10.92|37|2016
8.0|Malik Miller|FR|RB|3|16|69|4.31|1|5.33|23.00|37|2016
9.0|Jeremy Johnson|SR|QB|5|15|33|2.20|2|3.00|6.60|37|2016
10.0|Damian Lewis|SR|RB|2|8|28|3.50|0|4.00|14.00|37|2016
11.0|Cedric Chambers|SO|RB|1|4|20|5.00|0|4.00|20.00|37|2016
12.0|Daniel Carlson|JR|K|13|1|20|20.00|1|0.08|1.54|37|2016
13.0|Chandler Cox|SO|RB|12|7|15|2.14|1|0.58|1.25|37|2016
14.0|Tyler Queen|FR|QB|2|1|11|11.00|0|0.50|5.50|37|2016
15.0|Johnathan Ford|SR|DB|12|2|6|3.00|0|0.17|0.50|37|2016
16.0|Ryan Davis|SO|WR|13|3|5|1.67|0|0.23|0.38|37|2016
