Rank|Name|Yr|Pos|G|Rec|Yards|Avg|TD|Rec/G|Yards/G|TeamID|Year
1.0|Hakeem Butler|SO|WR|7|23|377|16.39|3|3.3|53.9|311|2017
2.0|Allen Lazard|SR|WR|7|33|371|11.24|5|4.7|53.0|311|2017
3.0|Trever Ryen|SR|WR|7|26|318|12.23|1|3.7|45.4|311|2017
4.0|Marchie Murdock|SR|WR|7|20|305|15.25|4|2.9|43.6|311|2017
5.0|David Montgomery|SO|RB|7|21|204|9.71|0|3.0|29.1|311|2017
6.0|Deshaunte Jones|SO|WR|7|14|145|10.36|0|2.0|20.7|311|2017
7.0|Matthew Eaton|JR|WR|7|13|112|8.62|3|1.9|16.0|311|2017
8.0|Sheldon Croney Jr.|SO|RB|5|2|34|17.00|0|0.4|6.8|311|2017
9.0|Landen Akers|FR|WR|6|1|34|34.00|0|0.2|5.7|311|2017
10.0|Chase Allen|FR|TE|7|3|26|8.67|0|0.4|3.7|311|2017
11.0|Jalen Martin|FR|WR|7|2|22|11.00|0|0.3|3.1|311|2017
12.0|Sam Seonbuchner|JR|TE|7|1|5|5.00|0|0.1|0.7|311|2017
13.0|Mike Warren|JR|RB|6|1|0|0.00|0|0.2|0.0|311|2017
|Total|||7|160|1953|12.21|16|22.9|279.0|311|2017
|Opponents|||7|163|1630|10.00|13|23.3|232.9|311|2017
1.0|Steven Sims Jr.|JR|WR|7|23|404|17.57|3|3.3|57.7|328|2017
2.0|Ben Johnson|SR|TE|7|22|285|12.95|1|3.1|40.7|328|2017
3.0|Jeremiah Booker|JR|WR|7|16|225|14.06|2|2.3|32.1|328|2017
4.0|Quan Hampton|FR|WR|6|21|145|6.90|0|3.5|24.2|328|2017
5.0|Chase Harrell|SO|WR|7|14|141|10.07|2|2.0|20.1|328|2017
6.0|Evan Fairs|SO|WR|7|6|113|18.83|0|0.9|16.1|328|2017
7.0|Ryan Schadler|JR|WR|7|14|105|7.50|0|2.0|15.0|328|2017
8.0|Dom Williams|FR|RB|6|7|49|7.00|0|1.2|8.2|328|2017
9.0|Kerr Johnson Jr.|JR|WR|7|5|37|7.40|0|0.7|5.3|328|2017
10.0|Khalil Herbert|SO|RB|6|4|29|7.25|0|0.7|4.8|328|2017
11.0|Tyler Patrick|JR|WR|4|3|22|7.33|0|0.8|5.5|328|2017
12.0|Taylor Martin|JR|RB|5|5|10|2.00|0|1.0|2.0|328|2017
13.0|Deron Thompson|JR|RB|6|3|8|2.67|0|0.5|1.3|328|2017
14.0|Daylon Charlot|SO|WR|7|1|0|0.00|0|0.1|0.0|328|2017
|Total|||7|144|1573|10.92|8|20.6|224.7|328|2017
|Opponents|||7|154|2024|13.14|21|22.0|289.1|328|2017
1.0|Dalton Schoen|SO|WR|7|14|325|23.21|3|2.0|46.4|327|2017
2.0|Byron Pringle|JR|WR|6|12|324|27.00|1|2.0|54.0|327|2017
3.0|Isaiah Zuber|SO|WR|7|31|292|9.42|3|4.4|41.7|327|2017
4.0|Isaiah Harris|SO|WR|6|5|138|27.60|1|0.8|23.0|327|2017
5.0|Dominique Heath|JR|WR|6|7|81|11.57|0|1.2|13.5|327|2017
6.0|Winston Dimel|JR|RB|7|4|42|10.50|0|0.6|6.0|327|2017
7.0|Alex Barnes|SO|RB|7|2|14|7.00|0|0.3|2.0|327|2017
8.0|Carlos Strickland II|SO|WR|3|1|11|11.00|0|0.3|3.7|327|2017
9.0|Dayton Valentine|JR|TE|7|2|10|5.00|0|0.3|1.4|327|2017
10.0|Dalvin Warmack|JR|RB|4|1|9|9.00|0|0.3|2.3|327|2017
11.0|Justin Silmon|JR|RB|5|1|8|8.00|0|0.2|1.6|327|2017
12.0|Zach Reuter|JR|WR|7|1|7|7.00|0|0.1|1.0|327|2017
|Total|||7|81|1261|15.57|8|11.6|180.1|327|2017
|Opponents|||7|166|1839|11.08|7|23.7|262.7|327|2017
1.0|Trey Harrell|SO|WR|8|13|225|17.31|0|1.6|28.1|331|2017
2.0|Justin Rankin|SO|RB|8|20|144|7.20|2|2.5|18.0|331|2017
3.0|Mike Carrigan|SO|WR|8|7|143|20.43|1|0.9|17.9|331|2017
4.0|Kavious Price|SO|WR|7|3|96|32.00|1|0.4|13.7|331|2017
5.0|Kris White|SR|WR|8|5|60|12.00|0|0.6|7.5|331|2017
6.0|Raekwon James|JR|RB|8|3|48|16.00|1|0.4|6.0|331|2017
7.0|Will Matthews|SO|RB|8|2|38|19.00|0|0.3|4.8|331|2017
8.0|Conor Brumfield|SO|TE|7|3|23|7.67|0|0.4|3.3|331|2017
9.0|Johnny Woods|JR|WR|6|3|20|6.67|0|0.5|3.3|331|2017
10.0|Chalfonte Butler|SO|TE|7|1|11|11.00|0|0.1|1.6|331|2017
|Total|||8|60|808|13.47|5|7.5|101.0|331|2017
|Opponents|||8|126|1703|13.52|14|15.8|212.9|331|2017
1.0|Garrett Johnson|SR|WR|7|32|369|11.53|2|4.6|52.7|334|2017
2.0|C.J. Conrad|JR|TE|7|9|195|21.67|3|1.3|27.9|334|2017
3.0|Blake Bone|SR|WR|7|10|163|16.30|2|1.4|23.3|334|2017
4.0|Kayaune Ross|SR|WR|7|10|160|16.00|0|1.4|22.9|334|2017
5.0|Charles Walker|SR|WR|6|11|129|11.73|0|1.8|21.5|334|2017
6.0|Tavin Richardson|SO|WR|7|11|116|10.55|1|1.6|16.6|334|2017
7.0|Lynn Bowden|FR|WR|7|8|106|13.25|0|1.1|15.1|334|2017
8.0|Sihiem King|JR|RB|7|8|59|7.38|0|1.1|8.4|334|2017
9.0|Benny Snell, Jr.|SO|RB|7|9|52|5.78|0|1.3|7.4|334|2017
10.0|Isaiah Epps|FR|WR|7|2|24|12.00|0|0.3|3.4|334|2017
11.0|Greg Hart|SR|TE|7|2|23|11.50|1|0.3|3.3|334|2017
12.0|Josh Ali|FR|WR|4|1|6|6.00|0|0.3|1.5|334|2017
13.0|Justin Rigg|SO|TE|7|1|6|6.00|0|0.1|0.9|334|2017
14.0|Clevan Thomas|FR|WR|6|1|4|4.00|0|0.2|0.7|334|2017
|Total|||7|115|1412|12.28|9|16.4|201.7|334|2017
|Opponents|||7|162|1891|11.67|13|23.1|270.1|334|2017
1.0|DJ Chark|SR|WR|8|22|535|24.32|0|2.8|66.9|365|2017
2.0|Darrel Williams|SR|RB|8|16|234|14.63|0|2.0|29.3|365|2017
3.0|Foster Moreau|JR|TE|8|14|180|12.86|3|1.8|22.5|365|2017
4.0|Russell Gage|SR|WR|8|13|168|12.92|2|1.6|21.0|365|2017
5.0|Drake Davis|SO|WR|8|3|134|44.67|2|0.4|16.8|365|2017
6.0|Stephen Sullivan|SO|WR|8|4|102|25.50|1|0.5|12.8|365|2017
7.0|Derrick Dillon|SO|WR|8|9|79|8.78|0|1.1|9.9|365|2017
8.0|John David Moore|SR|RB|7|6|51|8.50|1|0.9|7.3|365|2017
9.0|Derrius Guice|JR|RB|7|6|42|7.00|0|0.9|6.0|365|2017
10.0|JaCoby Stevens|FR|WR|5|2|32|16.00|0|0.4|6.4|365|2017
11.0|Clyde Edwards-Helaire|FR|RB|8|2|19|9.50|0|0.3|2.4|365|2017
12.0|Jamal Pettigrew|FR|TE|8|1|18|18.00|0|0.1|2.3|365|2017
13.0|Tory Carter|FR|RB|7|3|14|4.67|1|0.4|2.0|365|2017
14.0|Jacory Washington|JR|TE|6|1|6|6.00|0|0.2|1.0|365|2017
15.0|David Ducre|JR|RB|8|1|-2|-2.00|0|0.1|-0.3|365|2017
|Total|||8|103|1612|15.65|10|12.9|201.5|365|2017
|Opponents|||8|128|1388|10.84|5|16.0|173.5|365|2017
1.0|Teddy Veal|JR|WR|7|39|465|11.92|3|5.6|66.4|366|2017
2.0|Rhashid Bonnette|SO|WR|6|13|299|23.00|2|2.2|49.8|366|2017
3.0|Marlon Watts|SR|WR|7|17|269|15.82|0|2.4|38.4|366|2017
4.0|Boston Scott|SR|RB|7|11|124|11.27|0|1.6|17.7|366|2017
5.0|Marcus Gaines|SR|WR|4|5|118|23.60|0|1.3|29.5|366|2017
6.0|Adrian Hardy|FR|WR|5|7|117|16.71|1|1.4|23.4|366|2017
7.0|DeJuawn Oliver|SR|WR|7|5|83|16.60|1|0.7|11.9|366|2017
8.0|Kam McKnight|JR|WR|7|9|81|9.00|0|1.3|11.6|366|2017
9.0|Jarred Craft|SR|RB|7|11|67|6.09|2|1.6|9.6|366|2017
10.0|Javonte Woodard|SO|WR|1|1|53|53.00|0|1.0|53.0|366|2017
11.0|George Scott|FR|WR|5|3|23|7.67|0|0.6|4.6|366|2017
12.0|Zach Cousar|FR|TE|5|2|22|11.00|1|0.4|4.4|366|2017
13.0|Cee Jay Powell|FR|WR|7|2|14|7.00|0|0.3|2.0|366|2017
14.0|Jaqwis Dancy|SO|RB|4|1|6|6.00|0|0.3|1.5|366|2017
15.0|Alfred Smith|SO|WR|2|2|5|2.50|0|1.0|2.5|366|2017
|Total|||7|128|1746|13.64|10|18.3|249.4|366|2017
|Opponents|||7|154|1633|10.60|10|22.0|233.3|366|2017
1.0|Keenan Barnes|JR|WR|7|32|457|14.28|2|4.6|65.3|671|2017
2.0|Ryheem Malone|JR|WR|7|26|366|14.08|2|3.7|52.3|671|2017
3.0|Ja'Marcus Bradley|SO|WR|7|19|262|13.79|2|2.7|37.4|671|2017
4.0|Michael Jacquet|SO|WR|7|25|211|8.44|0|3.6|30.1|671|2017
5.0|Jarrod Jackson|SO|WR|7|10|126|12.60|1|1.4|18.0|671|2017
6.0|Jordan Wright|SO|RB|6|5|54|10.80|1|0.8|9.0|671|2017
7.0|Chase Rogers|FR|TE|7|5|41|8.20|0|0.7|5.9|671|2017
8.0|Elijah Mitchell|FR|RB|5|3|25|8.33|1|0.6|5.0|671|2017
9.0|Jordan Davis|JR|QB|6|1|19|19.00|0|0.2|3.2|671|2017
10.0|Trey Ragas|FR|RB|7|5|17|3.40|0|0.7|2.4|671|2017
11.0|Darius Hoggins|SR|RB|5|3|10|3.33|0|0.6|2.0|671|2017
12.0|Raynard Ford|SR|TE|7|1|9|9.00|0|0.1|1.3|671|2017
13.0|Raymond Calais|SO|RB|7|1|9|9.00|0|0.1|1.3|671|2017
|Total|||7|136|1606|11.81|9|19.4|229.4|671|2017
|Opponents|||7|129|1735|13.45|10|18.4|247.9|671|2017
1.0|Marcus Green|JR|WR|7|28|437|15.61|3|4.0|62.4|498|2017
2.0|RJ Turner|SO|WR|6|18|307|17.06|2|3.0|51.2|498|2017
3.0|Brian Williams|SR|WR|7|23|258|11.22|1|3.3|36.9|498|2017
4.0|Xavier Brown|JR|WR|7|15|196|13.07|2|2.1|28.0|498|2017
5.0|Markis McCray|JR|WR|6|9|125|13.89|0|1.5|20.8|498|2017
6.0|D'Marius Gillespie|JR|WR|6|4|91|22.75|0|0.7|15.2|498|2017
7.0|Josh Pederson|FR|TE|7|10|91|9.10|0|1.4|13.0|498|2017
8.0|Derrick Gore|JR|RB|7|6|74|12.33|0|0.9|10.6|498|2017
9.0|Jonathan Hodoh|SO|WR|3|6|53|8.83|1|2.0|17.7|498|2017
10.0|Sloan Spiller|JR|TE|6|4|36|9.00|1|0.7|6.0|498|2017
11.0|Darius Rodrigue|FR|WR|5|3|32|10.67|0|0.6|6.4|498|2017
12.0|Duke Carter IV|SO|RB|7|3|31|10.33|0|0.4|4.4|498|2017
13.0|Jarell Brown|JR|DB|7|1|14|14.00|0|0.1|2.0|498|2017
14.0|Kayin White|FR|RB|4|1|6|6.00|0|0.3|1.5|498|2017
15.0|Brandius Batiste|FR|WR|4|1|6|6.00|0|0.3|1.5|498|2017
16.0|Ben Luckett|JR|RB|6|1|4|4.00|0|0.2|0.7|498|2017
|Total|||7|133|1761|13.24|10|19.0|251.6|498|2017
|Opponents|||7|129|1939|15.03|18|18.4|277.0|498|2017
1.0|Dez Fitzpatrick|FR|WR|8|34|554|16.29|7|4.3|69.3|367|2017
2.0|Jaylen Smith|JR|WR|5|33|546|16.55|2|6.6|109.2|367|2017
3.0|Seth Dawkins|SO|WR|7|24|397|16.54|3|3.4|56.7|367|2017
4.0|Charles Standberry|SR|TE|8|19|215|11.32|2|2.4|26.9|367|2017
5.0|Traveon Samuel|JR|WR|8|12|202|16.83|0|1.5|25.3|367|2017
6.0|Corey Reed|FR|WR|8|7|135|19.29|0|0.9|16.9|367|2017
7.0|Malik Williams|SR|RB|6|13|129|9.92|0|2.2|21.5|367|2017
8.0|Micky Crum|JR|TE|7|8|99|12.38|0|1.1|14.1|367|2017
9.0|Reggie Bonnafon|SR|RB|8|16|99|6.19|0|2.0|12.4|367|2017
10.0|Jordan Davis|SO|TE|7|4|88|22.00|1|0.6|12.6|367|2017
11.0|Josh Johnson|FR|WR|5|3|52|17.33|0|0.6|10.4|367|2017
12.0|Emonee Spence|SO|WR|2|5|48|9.60|0|2.5|24.0|367|2017
13.0|Javonte Bagley|SR|WR|4|4|43|10.75|2|1.0|10.8|367|2017
14.0|Kemari Averett|FR|TE|6|3|35|11.67|1|0.5|5.8|367|2017
15.0|Colin Wilson|FR|RB|3|2|15|7.50|0|0.7|5.0|367|2017
16.0|Dae Williams|FR|RB|1|1|7|7.00|0|1.0|7.0|367|2017
17.0|Trey Smith|SO|RB|7|1|4|4.00|0|0.1|0.6|367|2017
|Total|||8|189|2668|14.12|18|23.6|333.5|367|2017
|Opponents|||8|145|1871|12.90|12|18.1|233.9|367|2017
1.0|Tyre Brady|JR|WR|7|38|593|15.61|6|5.4|84.7|388|2017
2.0|Marcel Williams|JR|WR|7|27|282|10.44|1|3.9|40.3|388|2017
3.0|Ryan Yurachek|SR|TE|7|28|265|9.46|4|4.0|37.9|388|2017
4.0|Willie Johnson|FR|WR|7|21|254|12.10|2|3.0|36.3|388|2017
5.0|Keion Davis|JR|RB|7|11|58|5.27|0|1.6|8.3|388|2017
6.0|Obi Obialo|SO|WR|4|3|36|12.00|0|0.8|9.0|388|2017
7.0|Tyler King|FR|RB|5|3|27|9.00|0|0.6|5.4|388|2017
8.0|Trey Rodriguez|JR|RB|3|5|24|4.80|0|1.7|8.0|388|2017
9.0|Hyleck Foster|SR|WR|7|1|11|11.00|0|0.1|1.6|388|2017
|Total|||7|137|1550|11.31|13|19.6|221.4|388|2017
|Opponents|||7|119|1435|12.06|7|17.0|205.0|388|2017
1.0|DJ Moore|JR|WR|7|47|668|14.21|7|6.7|95.4|392|2017
2.0|Taivon Jacobs|SR|WR|7|23|246|10.70|3|3.3|35.1|392|2017
3.0|Jahrvis Davenport|JR|WR|7|5|52|10.40|0|0.7|7.4|392|2017
4.0|Jacquille Veii|SR|WR|7|7|43|6.14|0|1.0|6.1|392|2017
5.0|Lorenzo Harrison III|SO|RB|7|7|36|5.14|0|1.0|5.1|392|2017
6.0|DJ Turner|SO|WR|7|3|24|8.00|0|0.4|3.4|392|2017
7.0|Ty Johnson|JR|RB|7|1|18|18.00|0|0.1|2.6|392|2017
8.0|Jake Funk|SO|RB|7|1|4|4.00|1|0.1|0.6|392|2017
|Total|||7|94|1091|11.61|11|13.4|155.9|392|2017
|Opponents|||7|152|1813|11.93|12|21.7|259.0|392|2017
1.0|Adam Breneman|SR|TE|6|43|581|13.51|3|7.2|96.8|400|2017
2.0|Andy Isabella|JR|WR|7|29|476|16.41|4|4.1|68.0|400|2017
3.0|Sadiq Palmer|SO|WR|7|24|331|13.79|1|3.4|47.3|400|2017
4.0|Jessie Britt|FR|WR|7|18|261|14.50|2|2.6|37.3|400|2017
5.0|Brennon Dingle|FR|WR|7|13|224|17.23|3|1.9|32.0|400|2017
6.0|Marquis Young|JR|RB|7|18|139|7.72|1|2.6|19.9|400|2017
7.0|Jacoby Herring|JR|WR|7|4|56|14.00|0|0.6|8.0|400|2017
8.0|Nick Orekoya|SO|RB|7|3|43|14.33|1|0.4|6.1|400|2017
9.0|Malik Lee|SR|RB|7|3|32|10.67|1|0.4|4.6|400|2017
10.0|Travis Reynolds|SO|TE|7|2|20|10.00|0|0.3|2.9|400|2017
11.0|Jyvon Brown|FR|WR|2|1|7|7.00|0|0.5|3.5|400|2017
12.0|Kyle Horn|SO|TE|7|2|5|2.50|0|0.3|0.7|400|2017
13.0|Bilal Ally|SO|RB|7|1|5|5.00|0|0.1|0.7|400|2017
|Total|||7|161|2180|13.54|16|23.0|311.4|400|2017
|Opponents|||7|109|1428|13.10|11|15.6|204.0|400|2017
1.0|Anthony Miller|SR|WR|7|55|784|14.25|9|7.9|112.0|404|2017
2.0|Tony Pollard|SO|RB|7|20|291|14.55|2|2.9|41.6|404|2017
3.0|Phil Mayhue|SR|WR|7|21|257|12.24|1|3.0|36.7|404|2017
4.0|Joey Magnifico|SO|TE|7|17|232|13.65|3|2.4|33.1|404|2017
5.0|John Williams|SO|WR|7|11|143|13.00|0|1.6|20.4|404|2017
6.0|Sean Dykes|SO|TE|7|9|127|14.11|2|1.3|18.1|404|2017
7.0|Damonte Coxie|FR|WR|7|9|113|12.56|1|1.3|16.1|404|2017
8.0|Patrick Taylor Jr.|SO|RB|6|10|108|10.80|1|1.7|18.0|404|2017
9.0|Darrell Henderson|SO|RB|7|10|83|8.30|1|1.4|11.9|404|2017
10.0|Kedarian Jones|SO|WR|7|4|71|17.75|0|0.6|10.1|404|2017
11.0|Mechane Slade|SO|WR|3|5|51|10.20|1|1.7|17.0|404|2017
12.0|Doroland Dorceus|SR|RB|4|4|36|9.00|0|1.0|9.0|404|2017
13.0|Roderick Proctor|SR|WR|4|2|25|12.50|0|0.5|6.3|404|2017
14.0|Ross Burcham|SO|TE|3|1|13|13.00|0|0.3|4.3|404|2017
|Total|||7|178|2334|13.11|21|25.4|333.4|404|2017
|Opponents|||7|155|1930|12.45|15|22.1|275.7|404|2017
1.0|Braxton Berrios|SR|WR|6|25|337|13.48|5|4.2|56.2|415|2017
2.0|Ahmmon Richards|SO|WR|3|13|273|21.00|1|4.3|91.0|415|2017
3.0|Christopher Herndon IV|SR|TE|6|28|271|9.68|2|4.7|45.2|415|2017
4.0|Darrell Langham|JR|WR|6|10|207|20.70|2|1.7|34.5|415|2017
5.0|Jeff Thomas|FR|WR|6|8|148|18.50|1|1.3|24.7|415|2017
6.0|Travis Homer|SO|RB|6|11|116|10.55|1|1.8|19.3|415|2017
7.0|Lawrence Cager|SO|WR|5|8|96|12.00|1|1.6|19.2|415|2017
8.0|Mark Walton|JR|RB|4|7|91|13.00|0|1.8|22.8|415|2017
9.0|Mike Harley|FR|WR|6|6|63|10.50|0|1.0|10.5|415|2017
10.0|Dionte Mullins|SO|WR|6|4|53|13.25|0|0.7|8.8|415|2017
11.0|Michael Irvin II|SO|TE|5|3|39|13.00|0|0.6|7.8|415|2017
12.0|Dayall Harris|JR|WR|2|2|16|8.00|1|1.0|8.0|415|2017
13.0|DeeJay Dallas|FR|ATH|5|1|16|16.00|0|0.2|3.2|415|2017
14.0|Trayone Gray|JR|RB|3|1|6|6.00|0|0.3|2.0|415|2017
15.0|Tyler Gauthier|JR|OL|6|1|-1|-1.00|0|0.2|-0.2|415|2017
|Total|||6|128|1731|13.52|14|21.3|288.5|415|2017
|Opponents|||6|109|1132|10.39|6|18.2|188.7|415|2017
1.0|James Gardner|JR|WR|8|32|681|21.28|6|4.0|85.1|414|2017
2.0|Ryan Smith|SR|TE|8|23|284|12.35|3|2.9|35.5|414|2017
3.0|Jared Murphy|SR|WR|8|20|259|12.95|1|2.5|32.4|414|2017
4.0|Sam Martin|SR|WR|8|13|189|14.54|1|1.6|23.6|414|2017
5.0|Luke Mayock|SO|WR|7|11|168|15.27|1|1.6|24.0|414|2017
6.0|Kenny Young|JR|RB|8|15|133|8.87|1|1.9|16.6|414|2017
7.0|Maurice Thomas|JR|RB|3|5|71|14.20|0|1.7|23.7|414|2017
8.0|Alonzo Smith|JR|RB|7|5|46|9.20|0|0.7|6.6|414|2017
9.0|Jaylon Bester|FR|WR|6|2|17|8.50|0|0.3|2.8|414|2017
10.0|Nate Becker|JR|TE|8|2|17|8.50|0|0.3|2.1|414|2017
11.0|Quentin Hardy|SO|TE|4|1|3|3.00|1|0.3|0.8|414|2017
|Total|||8|129|1868|14.48|14|16.1|233.5|414|2017
|Opponents|||8|124|1531|12.35|13|15.5|191.4|414|2017
1.0|Grant Perry|JR|WR|7|21|270|12.86|1|3.0|38.6|418|2017
2.0|Sean McKeon|SO|TE|7|18|192|10.67|0|2.6|27.4|418|2017
3.0|Tarik Black|FR|WR|3|11|149|13.55|1|3.7|49.7|418|2017
4.0|Donovan Peoples-Jones|FR|WR|7|10|137|13.70|0|1.4|19.6|418|2017
5.0|Zach Gentry|JR|TE|7|8|134|16.75|1|1.1|19.1|418|2017
6.0|Kekoa Crawford|SO|WR|7|10|125|12.50|1|1.4|17.9|418|2017
7.0|Nick Eubanks|SO|TE|4|2|61|30.50|0|0.5|15.3|418|2017
8.0|Karan Higdon|JR|RB|7|3|55|18.33|0|0.4|7.9|418|2017
9.0|Eddie McDoom|SO|WR|7|6|47|7.83|0|0.9|6.7|418|2017
10.0|Chris Evans|SO|RB|7|4|44|11.00|0|0.6|6.3|418|2017
11.0|Khalid Hill|SR|RB|7|3|30|10.00|0|0.4|4.3|418|2017
12.0|Nate Schoenle|SO|WR|5|2|29|14.50|0|0.4|5.8|418|2017
13.0|Tyrone Wheatley|JR|TE|6|2|11|5.50|0|0.3|1.8|418|2017
14.0|Henry Poggi|SR|RB|7|1|11|11.00|0|0.1|1.6|418|2017
15.0|Maurice Ways|SR|WR|5|2|7|3.50|0|0.4|1.4|418|2017
16.0|Ty Isaac|SR|RB|7|2|6|3.00|0|0.3|0.9|418|2017
17.0|Ian Bunting|SR|TE|7|1|6|6.00|0|0.1|0.9|418|2017
|Total|||7|106|1314|12.40|4|15.1|187.7|418|2017
|Opponents|||7|92|1110|12.07|6|13.1|158.6|418|2017
1.0|Felton Davis III|JR|WR|7|25|310|12.40|5|3.6|44.3|416|2017
2.0|Darrell Stewart Jr.|SO|WR|7|24|264|11.00|1|3.4|37.7|416|2017
3.0|Cody White|FR|WR|7|11|149|13.55|0|1.6|21.3|416|2017
4.0|Hunter Rison|FR|WR|7|11|143|13.00|0|1.6|20.4|416|2017
5.0|Trishton Jackson|SO|WR|6|9|121|13.44|0|1.5|20.2|416|2017
6.0|Matt Sokol|JR|TE|7|11|121|11.00|1|1.6|17.3|416|2017
7.0|LJ Scott|JR|RB|6|9|71|7.89|1|1.5|11.8|416|2017
8.0|Cam Chambers|FR|WR|7|4|54|13.50|0|0.6|7.7|416|2017
9.0|Madre London|JR|RB|7|7|48|6.86|1|1.0|6.9|416|2017
10.0|Gerald Holmes|SR|RB|5|3|38|12.67|1|0.6|7.6|416|2017
11.0|Laress Nelson|FR|WR|7|2|28|14.00|0|0.3|4.0|416|2017
12.0|Matt Dotson|FR|TE|5|1|7|7.00|0|0.2|1.4|416|2017
13.0|Noah Davis|FR|TE|7|1|7|7.00|0|0.1|1.0|416|2017
14.0|Brian Lewerke|SO|QB|7|1|5|5.00|0|0.1|0.7|416|2017
15.0|Connor Heyward|FR|RB|6|2|1|0.50|0|0.3|0.2|416|2017
|Total|||7|121|1367|11.30|10|17.3|195.3|416|2017
|Opponents|||7|107|1181|11.04|4|15.3|168.7|416|2017
1.0|Ty Lee|SO|WR|8|43|531|12.35|3|5.4|66.4|419|2017
2.0|Brad Anderson|FR|RB|7|29|321|11.07|3|4.1|45.9|419|2017
3.0|Richie James|JR|WR|5|31|290|9.35|3|6.2|58.0|419|2017
4.0|Patrick Smith|JR|WR|7|20|227|11.35|0|2.9|32.4|419|2017
5.0|CJ Windham|SO|WR|8|15|193|12.87|0|1.9|24.1|419|2017
6.0|Shane Tucker|SR|WR|6|12|128|10.67|1|2.0|21.3|419|2017
