Rank|Name|Yr|Pos|G|Att|Comp|Pct|Yards|Yards/Att|Td|Int|Rating|Att/G|Yards/G|TeamID|Year
1.0|Arion Worthman|JR|QB|7|72|36|50.0|766|10.6|8|2|170.48|10.3|109.4|721|2017
2.0|Tyler Williams|SR|WR|4|1|1|100.0|31|31.0|0|0|360.4|0.3|7.8|721|2017
3.0|Geraud Sanders|SO|WR|7|1|1|100.0|24|24.0|0|0|301.6|0.1|3.4|721|2017
4.0|Nate Romine|SR|QB|3|5|2|40.0|18|3.6|0|1|30.24|1.7|6.0|721|2017
|Total|||7|79|40|50.6|839|10.6|8|3|165.67|11.3|119.9|721|2017
|Opponents|||7|141|72|51.1|1033|7.3|8|2|128.48|20.1|147.6|721|2017
1.0|Thomas Woodson|SR|QB|8|235|133|56.6|1456|6.2|11|7|118.14|29.4|182.0|5|2017
2.0|Kato Nelson|FR|QB|5|11|6|54.5|123|11.2|0|1|130.3|2.2|24.6|5|2017
3.0|Robbie Kelley|JR|QB|4|11|6|54.5|111|10.1|1|0|169.31|2.8|27.8|5|2017
4.0|Nick Johns|SO|QB|7|2|1|50.0|4|2.0|0|0|66.8|0.3|0.6|5|2017
|Total|||8|259|146|56.4|1694|6.5|12|8|120.42|32.4|211.8|5|2017
|Opponents|||8|273|171|62.6|2001|7.3|13|10|132.59|34.1|250.1|5|2017
1.0|Jalen Hurts|SO|QB|8|151|95|62.9|1223|8.1|9|1|149.29|18.9|152.9|8|2017
2.0|Tua Tagovailoa|FR|QB|7|42|28|66.7|385|9.2|5|1|178.2|6.0|55.0|8|2017
|Total|||8|193|123|63.7|1608|8.3|14|2|155.59|24.1|201.0|8|2017
|Opponents|||8|251|138|55.0|1357|5.4|6|11|99.52|31.4|169.6|8|2017
1.0|Taylor Lamb|SR|QB|7|206|125|60.7|1624|7.9|13|3|144.82|29.4|232.0|27|2017
2.0|Zac Thomas|FR|QB|2|10|6|60.0|33|3.3|0|0|87.72|5.0|16.5|27|2017
3.0|Malik Williams|FR|WR|7|1|1|100.0|27|27.0|1|0|656.8|0.1|3.9|27|2017
4.0|Jacob Huesman|FR|QB|1|2|1|50.0|5|2.5|0|0|71.0|2.0|5.0|27|2017
5.0|Team|||5|2|0|0.0|0|0.0|0|0|0.0|0.4|0.0|27|2017
|Total|||7|221|133|60.2|1689|7.6|14|3|142.58|31.6|241.3|27|2017
|Opponents|||7|207|112|54.1|1508|7.3|10|9|122.54|29.6|215.4|27|2017
1.0|Brandon Dawkins|JR|QB|5|106|66|62.3|670|6.3|5|3|125.27|21.2|134.0|29|2017
2.0|Khalil Tate|SO|QB|5|50|36|72.0|509|10.2|4|2|175.91|10.0|101.8|29|2017
3.0|Rhett Rodriguez|FR|QB|2|1|1|100.0|10|10.0|0|0|184.0|0.5|5.0|29|2017
4.0|Donavan Tate|FR|QB|2|1|1|100.0|10|10.0|0|0|184.0|0.5|5.0|29|2017
|Total|||7|158|104|65.8|1199|7.6|9|5|142.04|22.6|171.3|29|2017
|Opponents|||7|264|155|58.7|1803|6.8|8|10|118.5|37.7|257.6|29|2017
1.0|Manny Wilkins|JR|QB|7|234|156|66.7|1837|7.9|8|3|141.33|33.4|262.4|28|2017
2.0|Blake Barnett|SO|QB|2|3|2|66.7|21|7.0|0|0|125.47|1.5|10.5|28|2017
3.0|N'Keal Harry|SO|WR|7|1|1|100.0|14|14.0|1|0|547.6|0.1|2.0|28|2017
|Total|||7|238|159|66.8|1872|7.9|9|3|142.84|34.0|267.4|28|2017
|Opponents|||7|250|156|62.4|1762|7.0|14|6|135.28|35.7|251.7|28|2017
1.0|Austin Allen|SR|QB|5|117|66|56.4|850|7.3|8|4|133.17|23.4|170.0|31|2017
2.0|Cole Kelley|FR|QB|6|86|49|57.0|549|6.4|4|2|121.31|14.3|91.5|31|2017
3.0|Blake Johnson|SO|P|7|1|0|0.0|0|0.0|0|0|0.0|0.1|0.0|31|2017
|Total|||7|204|115|56.4|1399|6.9|12|6|127.51|29.1|199.9|31|2017
|Opponents|||7|207|122|58.9|1492|7.2|11|5|132.2|29.6|213.1|31|2017
1.0|Justice Hansen|JR|QB|6|225|145|64.4|1862|8.3|21|6|159.43|37.5|310.3|30|2017
2.0|Logan Bonner|FR|QB|4|21|9|42.9|70|3.3|1|1|77.05|5.3|17.5|30|2017
3.0|Chauncey Mason|SO|RB|4|1|1|100.0|34|34.0|0|0|385.6|0.3|8.5|30|2017
4.0|Team|||3|1|0|0.0|0|0.0|0|0|0.0|0.3|0.0|30|2017
|Total|||6|248|155|62.5|1966|7.9|22|7|152.71|41.3|327.7|30|2017
|Opponents|||6|173|88|50.9|1298|7.5|6|6|118.4|28.8|216.3|30|2017
1.0|Ahmad Bradshaw|SR|QB|8|35|10|28.6|190|5.4|1|2|72.17|4.4|23.8|725|2017
2.0|Kelvin Hopkins Jr.|SO|QB|7|18|6|33.3|76|4.2|1|1|76.01|2.6|10.9|725|2017
3.0|Zach Potter|SO|P|3|1|0|0.0|0|0.0|0|0|0.0|0.3|0.0|725|2017
4.0|Luke Langdon|JR|QB|5|2|0|0.0|0|0.0|0|2|-200.0|0.4|0.0|725|2017
|Total|||8|56|16|28.6|266|4.8|2|5|62.39|7.0|33.3|725|2017
|Opponents|||8|213|134|62.9|1626|7.6|10|3|139.71|26.6|203.3|725|2017
1.0|Jarrett Stidham|SO|QB|8|193|127|65.8|1728|9.0|8|3|151.58|24.1|216.0|37|2017
2.0|Ryan Davis|JR|WR|8|1|1|100.0|62|62.0|1|0|950.8|0.1|7.8|37|2017
3.0|Malik Willis|FR|QB|4|6|5|83.3|8|1.3|1|0|149.53|1.5|2.0|37|2017
4.0|Devin Adams|JR|QB|1|2|1|50.0|-1|-0.5|0|0|45.8|2.0|-1.0|37|2017
|Total|||8|202|134|66.3|1797|8.9|10|3|154.44|25.3|224.6|37|2017
|Opponents|||8|250|142|56.8|1427|5.7|7|4|110.79|31.3|178.4|37|2017
1.0|Tanner Mangum|JR|QB|6|190|109|57.4|1094|5.8|5|8|106.01|31.7|182.3|77|2017
2.0|Beau Hoge|SO|QB|2|29|16|55.2|206|7.1|2|3|116.91|14.5|103.0|77|2017
3.0|Koy Detmer Jr.|SO|QB|1|20|7|35.0|91|4.6|0|3|43.22|20.0|91.0|77|2017
4.0|Joe Critchlow|FR|QB|2|7|3|42.9|10|1.4|0|0|54.86|3.5|5.0|77|2017
|Total|||8|246|135|54.9|1401|5.7|7|14|100.73|30.8|175.1|77|2017
|Opponents|||8|221|146|66.1|1743|7.9|12|5|145.71|27.6|217.9|77|2017
1.0|Jack Milas|SR|QB|7|148|79|53.4|731|4.9|0|6|86.76|21.1|104.4|47|2017
2.0|Riley Neal|JR|QB|3|99|67|67.7|659|6.7|6|3|137.54|33.0|219.7|47|2017
3.0|Zack Blair|SO|QB|3|12|6|50.0|59|4.9|0|0|91.3|4.0|19.7|47|2017
|Total|||7|259|152|58.7|1449|5.6|6|9|106.39|37.0|207.0|47|2017
|Opponents|||7|197|121|61.4|1564|7.9|11|5|141.46|28.1|223.4|47|2017
1.0|Zach Smith|SO|QB|7|185|99|53.5|1421|7.7|8|6|125.81|26.4|203.0|51|2017
2.0|Anu Solomon|SR|QB|2|55|24|43.6|399|7.3|4|2|121.31|27.5|199.5|51|2017
3.0|Charlie Brewer|FR|QB|3|20|11|55.0|150|7.5|2|1|141.0|6.7|50.0|51|2017
4.0|Tony Nicholson|SO|WR|7|1|0|0.0|0|0.0|0|0|0.0|0.1|0.0|51|2017
|Total|||7|261|134|51.3|1970|7.5|14|9|125.54|37.3|281.4|51|2017
|Opponents|||7|221|145|65.6|2034|9.2|17|1|167.4|31.6|290.6|51|2017
1.0|Brett Rypien|JR|QB|6|130|81|62.3|842|6.5|2|3|117.18|21.7|140.3|66|2017
2.0|Montell Cozart|SR|QB|7|69|45|65.2|539|7.8|7|1|161.42|9.9|77.0|66|2017
|Total|||7|199|126|63.3|1381|6.9|9|4|132.53|28.4|197.3|66|2017
|Opponents|||7|237|137|57.8|1467|6.2|9|8|115.59|33.9|209.6|66|2017
1.0|Anthony Brown|FR|QB|8|233|126|54.1|1284|5.5|10|8|107.66|29.1|160.5|67|2017
2.0|Darius Wade|SR|QB|5|25|15|60.0|143|5.7|0|1|100.05|5.0|28.6|67|2017
3.0|Jeff Smith|JR|WR|8|2|1|50.0|25|12.5|1|0|320.0|0.3|3.1|67|2017
4.0|Team|||4|1|0|0.0|0|0.0|0|0|0.0|0.3|0.0|67|2017
5.0|Travis Levy|FR|RB|8|1|0|0.0|0|0.0|0|0|0.0|0.1|0.0|67|2017
|Total|||8|262|142|54.2|1452|5.5|11|9|107.73|32.8|181.5|67|2017
|Opponents|||8|268|139|51.9|1576|5.9|6|12|99.7|33.5|197.0|67|2017
1.0|James Morgan|SO|QB|7|212|96|45.3|1260|5.9|9|7|102.61|30.3|180.0|71|2017
2.0|Jarret Doege|FR|QB|3|63|40|63.5|387|6.1|1|1|117.16|21.0|129.0|71|2017
3.0|Grant Loy|FR|QB|4|14|8|57.1|122|8.7|0|2|101.77|3.5|30.5|71|2017
4.0|Matthew Wilcox Jr.|FR|WR|8|1|1|100.0|18|18.0|0|0|251.2|0.1|2.3|71|2017
|Total|||8|290|145|50.0|1787|6.2|10|10|106.24|36.3|223.4|71|2017
|Opponents|||8|257|155|60.3|2122|8.3|16|5|146.33|32.1|265.3|71|2017
1.0|Drew Anderson|JR|QB|5|106|66|62.3|1039|9.8|10|1|173.84|21.2|207.8|86|2017
2.0|Tyree Jackson|SO|QB|5|92|51|55.4|733|8.0|3|1|130.95|18.4|146.6|86|2017
3.0|Kyle Vantrease|FR|QB|2|57|25|43.9|355|6.2|2|2|100.74|28.5|177.5|86|2017
|Total|||8|255|142|55.7|2127|8.3|15|4|142.02|31.9|265.9|86|2017
|Opponents|||8|205|120|58.5|1472|7.2|9|5|128.46|25.6|184.0|86|2017
1.0|Ross Bowers|SO|QB|8|309|174|56.3|1997|6.5|12|10|116.94|38.6|249.6|107|2017
2.0|Chase Forrest|JR|QB|3|10|5|50.0|53|5.3|0|0|94.52|3.3|17.7|107|2017
3.0|Team|||6|2|0|0.0|0|0.0|0|0|0.0|0.3|0.0|107|2017
4.0|Vic Wharton III|JR|WR|8|1|0|0.0|0|0.0|0|0|0.0|0.1|0.0|107|2017
|Total|||8|322|179|55.6|2050|6.4|12|10|115.15|40.3|256.3|107|2017
|Opponents|||8|298|188|63.1|2064|6.9|11|13|124.73|37.3|258.0|107|2017
1.0|Shane Morris|SR|QB|8|300|170|56.7|1966|6.6|16|11|121.99|37.5|245.8|129|2017
2.0|Tony Poljan|FR|QB|8|14|8|57.1|60|4.3|0|0|93.14|1.8|7.5|129|2017
3.0|Jonathan Ward|SO|RB|8|1|1|100.0|9|9.0|0|0|175.6|0.1|1.1|129|2017
|Total|||8|315|179|56.8|2035|6.5|16|11|120.87|39.4|254.4|129|2017
|Opponents|||8|260|144|55.4|1564|6.0|8|10|108.38|32.5|195.5|129|2017
1.0|Hasaan Klugh|JR|QB|7|187|89|47.6|937|5.0|6|10|89.57|26.7|133.9|458|2017
2.0|Brooks Barden|JR|QB|2|24|11|45.8|86|3.6|0|2|59.26|12.0|43.0|458|2017
3.0|Joe Thompson|FR|QB|1|1|0|0.0|0|0.0|0|0|0.0|1.0|0.0|458|2017
4.0|Chris Montgomery|SR|WR|8|1|0|0.0|0|0.0|0|1|-200.0|0.1|0.0|458|2017
|Total|||8|213|100|46.9|1023|4.8|6|13|84.39|26.6|127.9|458|2017
|Opponents|||8|259|179|69.1|2086|8.1|12|2|150.51|32.4|260.8|458|2017
1.0|Hayden Moore|JR|QB|8|305|167|54.8|1711|5.6|12|7|110.26|38.1|213.9|140|2017
2.0|Ross Trail|SO|QB|1|9|5|55.6|31|3.4|0|0|84.49|9.0|31.0|140|2017
|Total|||8|314|172|54.8|1742|5.5|12|7|109.53|39.3|217.8|140|2017
|Opponents|||8|202|124|61.4|1676|8.3|16|3|154.25|25.3|209.5|140|2017
1.0|Kelly Bryant|JR|QB|7|176|119|67.6|1375|7.8|4|4|136.19|25.1|196.4|147|2017
2.0|Zerrick Cooper|FR|QB|7|28|17|60.7|145|5.2|1|0|115.99|4.0|20.7|147|2017
3.0|Hunter Johnson|FR|QB|3|12|11|91.7|81|6.8|1|0|175.87|4.0|27.0|147|2017
4.0|Will Spiers|FR|P|7|2|1|50.0|5|2.5|0|0|71.0|0.3|0.7|147|2017
5.0|Team|||4|1|0|0.0|0|0.0|0|0|0.0|0.3|0.0|147|2017
|Total|||7|219|148|67.6|1606|7.3|6|4|134.57|31.3|229.4|147|2017
|Opponents|||7|211|114|54.0|1271|6.0|9|5|113.96|30.1|181.6|147|2017
1.0|Steven Montez|SO|QB|8|233|144|61.8|1712|7.3|12|6|135.37|29.1|214.0|157|2017
2.0|Sam Noyer|FR|QB|3|26|12|46.2|113|4.3|0|0|82.66|8.7|37.7|157|2017
3.0|Casey Marksberry|FR|QB|1|3|2|66.7|20|6.7|0|0|122.67|3.0|20.0|157|2017
4.0|Bryce Bobo|SR|WR|8|1|1|100.0|11|11.0|1|0|522.4|0.1|1.4|157|2017
5.0|T.J. Patterson|SR|QB|6|1|0|0.0|0|0.0|0|0|0.0|0.2|0.0|157|2017
6.0|Team|||7|1|0|0.0|0|0.0|0|0|0.0|0.1|0.0|157|2017
|Total|||8|265|159|60.0|1856|7.0|13|6|130.49|33.1|232.0|157|2017
|Opponents|||8|262|143|54.6|1825|7.0|9|7|119.09|32.8|228.1|157|2017
1.0|Nick Stevens|SR|QB|8|287|179|62.4|2486|8.7|20|6|153.95|35.9|310.8|156|2017
|Total|||8|287|179|62.4|2486|8.7|20|6|153.95|35.9|310.8|156|2017
|Opponents|||8|284|168|59.2|2176|7.7|14|7|134.86|35.5|272.0|156|2017
1.0|Bryant Shirreffs|SR|QB|7|198|135|68.2|1952|9.9|13|4|168.63|28.3|278.9|164|2017
2.0|David Pindell|JR|QB|4|28|19|67.9|154|5.5|0|0|114.06|7.0|38.5|164|2017
|Total|||7|226|154|68.1|2106|9.3|13|4|161.86|32.3|300.9|164|2017
|Opponents|||7|312|209|67.0|2614|8.4|20|3|156.6|44.6|373.4|164|2017
1.0|Daniel Jones|SO|QB|8|290|158|54.5|1670|5.8|8|6|107.82|36.3|208.8|193|2017
2.0|Quentin Harris|SO|QB|8|10|7|70.0|73|7.3|1|0|164.32|1.3|9.1|193|2017
3.0|Parker Boehme|SR|QB|8|2|1|50.0|6|3.0|0|0|75.2|0.3|0.8|193|2017
4.0|Shaun Wilson|SR|RB|8|1|0|0.0|0|0.0|0|1|-200.0|0.1|0.0|193|2017
|Total|||8|303|166|54.8|1749|5.8|9|7|108.45|37.9|218.6|193|2017
|Opponents|||8|225|119|52.9|1583|7.0|11|12|117.45|28.1|197.9|193|2017
1.0|Thomas Sirk|SR|QB|7|231|130|56.3|1650|7.1|9|8|122.21|33.0|235.7|196|2017
2.0|Gardner Minshew|JR|QB|6|85|38|44.7|654|7.7|6|2|127.92|14.2|109.0|196|2017
|Total|||8|316|168|53.2|2304|7.3|15|10|123.75|39.5|288.0|196|2017
|Opponents|||8|256|175|68.4|2614|10.2|22|4|179.36|32.0|326.8|196|2017
1.0|Brogan Roback|SR|QB|7|267|165|61.8|1817|6.8|10|8|125.33|38.1|259.6|204|2017
2.0|Isaac Holder|SO|WR|6|2|2|100.0|61|30.5|0|0|356.2|0.3|10.2|204|2017
