Rank|Name|Yr|Pos|G|Att|Comp|Pct|Yards|Yards/Att|Td|Int|Rating|Att/G|Yards/G|TeamID|Year
1.0|Josh Rosen|JR|QB|7|315|200|63.5|2620|8.3|19|8|148.18|45.0|374.3|110|2017
2.0|Caleb Wilson|SO|TE|5|1|1|100.0|39|39.0|0|0|427.6|0.2|7.8|110|2017
3.0|Devon Modster|FR|QB|2|3|1|33.3|5|1.7|0|0|47.33|1.5|2.5|110|2017
|Total|||7|319|202|63.3|2664|8.4|19|8|148.1|45.6|380.6|110|2017
|Opponents|||7|198|106|53.5|1334|6.7|12|4|126.09|28.3|190.6|110|2017
1.0|Armani Rogers|FR|QB|7|136|72|52.9|1063|7.8|5|4|124.84|19.4|151.9|465|2017
2.0|Kurt Palandech|SR|QB|7|19|8|42.1|48|2.5|0|2|42.28|2.7|6.9|465|2017
3.0|Team|||4|2|0|0.0|0|0.0|0|0|0.0|0.5|0.0|465|2017
4.0|Brandon Presley|SO|WR|7|1|0|0.0|0|0.0|0|0|0.0|0.1|0.0|465|2017
|Total|||7|158|80|50.6|1111|7.0|5|6|112.55|22.6|158.7|465|2017
|Opponents|||7|214|136|63.6|1757|8.2|12|5|146.34|30.6|251.0|465|2017
1.0|Sam Darnold|SO|QB|8|288|183|63.5|2292|8.0|17|10|142.93|36.0|286.5|657|2017
2.0|Matt Fink|FR|QB|2|9|6|66.7|43|4.8|0|0|106.81|4.5|21.5|657|2017
3.0|Team|||7|2|0|0.0|0|0.0|0|0|0.0|0.3|0.0|657|2017
|Total|||8|299|189|63.2|2335|7.8|17|10|140.88|37.4|291.9|657|2017
|Opponents|||8|273|146|53.5|1791|6.6|12|10|115.76|34.1|223.9|657|2017
1.0|Zack Greenlee|SR|QB|5|70|40|57.1|410|5.9|3|1|117.62|14.0|82.0|704|2017
2.0|Ryan Metz|JR|QB|5|91|45|49.5|402|4.4|1|4|81.4|18.2|80.4|704|2017
3.0|Mark Torrez|FR|QB|5|39|11|28.2|104|2.7|0|2|40.35|7.8|20.8|704|2017
4.0|Kavika Johnson|JR|WR|7|1|1|100.0|38|38.0|0|0|419.2|0.1|5.4|704|2017
|Total|||7|201|97|48.3|954|4.7|4|7|87.73|28.7|136.3|704|2017
|Opponents|||7|191|131|68.6|1594|8.3|12|4|155.24|27.3|227.7|704|2017
1.0|Dalton Sturm|SR|QB|6|155|103|66.5|1375|8.9|12|1|165.23|25.8|229.2|706|2017
2.0|Bryce Rivers|FR|QB|2|8|5|62.5|43|5.4|0|2|57.65|4.0|21.5|706|2017
3.0|Team|||5|1|0|0.0|0|0.0|0|0|0.0|0.2|0.0|706|2017
4.0|Yannis Routsas|JR|P|6|1|0|0.0|0|0.0|0|0|0.0|0.2|0.0|706|2017
|Total|||6|165|108|65.5|1418|8.6|12|3|158.01|27.5|236.3|706|2017
|Opponents|||6|150|71|47.3|1074|7.2|9|7|117.94|25.0|179.0|706|2017
1.0|Tyler Huntley|SO|QB|5|155|107|69.0|1121|7.2|6|6|134.81|31.0|224.2|732|2017
2.0|Troy Williams|SR|QB|5|85|45|52.9|631|7.4|2|3|116.0|17.0|126.2|732|2017
3.0|Demari Simpkins|SO|WR|7|3|2|66.7|19|6.3|1|0|229.87|0.4|2.7|732|2017
4.0|Darren Carrington II|SR|WR|7|1|0|0.0|0|0.0|0|0|0.0|0.1|0.0|732|2017
|Total|||7|244|154|63.1|1771|7.3|9|9|128.88|34.9|253.0|732|2017
|Opponents|||7|250|135|54.0|1524|6.1|7|10|106.45|35.7|217.7|732|2017
1.0|Kent Myers|SR|QB|8|192|121|63.0|1206|6.3|7|7|120.52|24.0|150.8|731|2017
2.0|Jordan Love|FR|QB|7|89|47|52.8|701|7.9|4|4|124.81|12.7|100.1|731|2017
3.0|Aaren Vaughns|JR|WR|7|1|1|100.0|29|29.0|1|0|673.6|0.1|4.1|731|2017
4.0|Eltoro Allen|JR|RB|8|1|0|0.0|0|0.0|0|0|0.0|0.1|0.0|731|2017
|Total|||8|283|169|59.7|1936|6.8|12|11|123.4|35.4|242.0|731|2017
|Opponents|||8|219|121|55.3|1557|7.1|11|10|122.42|27.4|194.6|731|2017
1.0|Kyle Shurmur|JR|QB|7|184|101|54.9|1331|7.2|14|2|138.6|26.3|190.1|736|2017
2.0|Deuce Wallace|FR|QB|3|22|11|50.0|94|4.3|1|0|100.89|7.3|31.3|736|2017
3.0|Shawn Stankavage|JR|QB|1|1|1|100.0|6|6.0|0|0|150.4|1.0|6.0|736|2017
|Total|||7|207|113|54.6|1431|6.9|15|2|134.64|29.6|204.4|736|2017
|Opponents|||7|182|102|56.0|1193|6.6|9|5|121.93|26.0|170.4|736|2017
1.0|Kurt Benkert|SR|QB|7|281|175|62.3|1806|6.4|15|4|131.04|40.1|258.0|746|2017
2.0|Lindell Stone|FR|QB|1|9|2|22.2|26|2.9|0|2|2.05|9.0|26.0|746|2017
3.0|Team|||4|1|0|0.0|0|0.0|0|0|0.0|0.3|0.0|746|2017
|Total|||7|291|177|60.8|1832|6.3|15|6|126.61|41.6|261.7|746|2017
|Opponents|||7|206|112|54.4|1294|6.3|9|9|112.82|29.4|184.9|746|2017
1.0|Josh Jackson|FR|QB|7|212|136|64.2|1832|8.6|16|4|157.88|30.3|261.7|742|2017
2.0|AJ Bush|JR|QB|3|11|7|63.6|99|9.0|1|0|169.24|3.7|33.0|742|2017
3.0|Oscar Bradburn|FR|P|7|1|1|100.0|1|1.0|0|0|108.4|0.1|0.1|742|2017
4.0|Team|||4|1|0|0.0|0|0.0|0|0|0.0|0.3|0.0|742|2017
5.0|Cam Phillips|SR|WR|7|1|0|0.0|0|0.0|0|0|0.0|0.1|0.0|742|2017
|Total|||7|226|144|63.7|1932|8.5|17|4|156.81|32.3|276.0|742|2017
|Opponents|||7|203|92|45.3|1308|6.4|8|6|106.54|29.0|186.9|742|2017
1.0|John Wolford|SR|QB|6|147|91|61.9|1199|8.2|10|2|150.15|24.5|199.8|749|2017
2.0|Kendall Hinton|SO|QB|3|43|25|58.1|382|8.9|4|0|163.47|14.3|127.3|749|2017
3.0|Jamie Newman|FR|QB|2|4|2|50.0|8|2.0|0|1|16.8|2.0|4.0|749|2017
4.0|Greg Dortch|FR|WR|7|1|0|0.0|0|0.0|0|0|0.0|0.1|0.0|749|2017
|Total|||7|195|118|60.5|1589|8.1|14|3|149.57|27.9|227.0|749|2017
|Opponents|||7|212|106|50.0|1253|5.9|7|6|104.88|30.3|179.0|749|2017
1.0|Jake Browning|JR|QB|7|203|139|68.5|1605|7.9|14|3|154.68|29.0|229.3|756|2017
2.0|K.J. Carta-Samuels|JR|QB|6|9|7|77.8|71|7.9|0|0|144.05|1.5|11.8|756|2017
3.0|Dante Pettis|SR|WR|7|1|1|100.0|36|36.0|0|0|402.4|0.1|5.1|756|2017
|Total|||7|213|147|69.0|1712|8.0|14|3|155.4|30.4|244.6|756|2017
|Opponents|||7|221|142|64.3|1147|5.2|3|8|105.09|31.6|163.9|756|2017
1.0|Luke Falk|SR|QB|8|339|233|68.7|2483|7.3|22|7|147.54|42.4|310.4|754|2017
2.0|Tyler Hilinski|SO|QB|6|68|46|67.6|395|5.8|3|2|125.13|11.3|65.8|754|2017
|Total|||8|407|279|68.6|2878|7.1|25|9|143.8|50.9|359.8|754|2017
|Opponents|||8|235|126|53.6|1231|5.2|5|8|97.83|29.4|153.9|754|2017
1.0|Will Grier|JR|QB|7|267|177|66.3|2467|9.2|26|5|172.3|38.1|352.4|768|2017
2.0|Chris Chugunov|SO|QB|2|16|10|62.5|81|5.1|1|0|125.66|8.0|40.5|768|2017
3.0|Team|||5|1|0|0.0|0|0.0|0|0|0.0|0.2|0.0|768|2017
|Total|||7|284|187|65.8|2548|9.0|27|5|169.06|40.6|364.0|768|2017
|Opponents|||7|232|129|55.6|1829|7.9|14|6|136.57|33.1|261.3|768|2017
1.0|Mike White|SR|QB|7|271|182|67.2|1957|7.2|12|4|139.48|38.7|279.6|772|2017
2.0|Drew Eckels|JR|QB|4|8|7|87.5|80|10.0|0|0|171.5|2.0|20.0|772|2017
3.0|Cameron Echols-Luper|SR|WR|6|1|1|100.0|39|39.0|0|0|427.6|0.2|6.5|772|2017
4.0|Nacarius Fant|SR|WR|7|1|1|100.0|26|26.0|0|0|318.4|0.1|3.7|772|2017
5.0|Steven Duncan|FR|QB|1|2|2|100.0|2|1.0|0|0|108.4|2.0|2.0|772|2017
|Total|||7|283|193|68.2|2104|7.4|12|4|141.81|40.4|300.6|772|2017
|Opponents|||7|214|121|56.5|1365|6.4|4|8|108.81|30.6|195.0|772|2017
1.0|Jon Wassink|SO|QB|8|193|124|64.2|1411|7.3|14|4|145.45|24.1|176.4|774|2017
2.0|Keishawn Watson|SO|WR|8|2|2|100.0|40|20.0|2|0|598.0|0.3|5.0|774|2017
3.0|Reece Goddard|FR|QB|4|3|2|66.7|12|4.0|0|0|100.27|0.8|3.0|774|2017
4.0|Alex Mussat|SO|QB|2|1|1|100.0|5|5.0|0|0|142.0|0.5|2.5|774|2017
5.0|Jamauri Bogan|JR|RB|8|1|1|100.0|0|0.0|0|0|100.0|0.1|0.0|774|2017
6.0|Jarvion Franklin|SR|RB|8|1|0|0.0|0|0.0|0|1|-200.0|0.1|0.0|774|2017
|Total|||8|201|130|64.7|1468|7.3|16|5|147.32|25.1|183.5|774|2017
|Opponents|||8|268|159|59.3|1943|7.3|13|7|131.02|33.5|242.9|774|2017
1.0|Alex Hornibrook|SO|QB|7|149|98|65.8|1435|9.6|13|7|166.06|21.3|205.0|796|2017
2.0|Jack Coan|FR|QB|4|1|1|100.0|6|6.0|0|0|150.4|0.3|1.5|796|2017
3.0|Team|||5|1|0|0.0|0|0.0|0|0|0.0|0.2|0.0|796|2017
|Total|||7|151|99|65.6|1441|9.5|13|7|164.86|21.6|205.9|796|2017
|Opponents|||7|219|118|53.9|1242|5.7|6|10|101.43|31.3|177.4|796|2017
1.0|Josh Allen|JR|QB|7|192|107|55.7|1216|6.3|8|6|116.43|27.4|173.7|811|2017
2.0|Nick Smith|JR|QB|2|2|1|50.0|30|15.0|0|0|176.0|1.0|15.0|811|2017
3.0|Austin Conway|SO|WR|7|1|1|100.0|2|2.0|0|0|116.8|0.1|0.3|811|2017
|Total|||7|195|109|55.9|1248|6.4|8|6|117.05|27.9|178.3|811|2017
|Opponents|||7|178|106|59.6|1214|6.8|8|9|121.56|25.4|173.4|811|2017
