3.0|Isaac Holder|FR|WR|13|2|1|50.0|64|32.0|0|1|218.8|0.2|4.9|204|2016
4.0|James Pensyl|FR|QB|1|2|2|100.0|27|13.5|0|0|213.4|2.0|27.0|204|2016
5.0|Team|||7|1|0|0.0|0|0.0|0|0|0.0|0.1|0.0|204|2016
|Total|||13|519|309|59.5|3849|7.4|25|17|131.18|39.9|296.1|204|2016
|Opponents|||13|461|279|60.5|3447|7.5|25|11|136.46|35.5|265.2|204|2016
1.0|Austin Appleby|SR|QB|9|209|127|60.8|1447|6.9|10|7|128.01|23.2|160.8|235|2016
2.0|Luke Del Rio|SO|QB|6|201|114|56.7|1358|6.8|8|8|118.64|33.5|226.3|235|2016
|Total|||13|410|241|58.8|2805|6.8|18|15|123.41|31.5|215.8|235|2016
|Opponents|||13|328|148|45.1|1931|5.9|8|16|92.86|25.2|148.5|235|2016
1.0|Jason Driskel|SO|QB|12|327|200|61.2|2415|7.4|9|11|125.54|27.3|201.3|229|2016
2.0|Daniel Parr|FR|QB|9|36|15|41.7|106|2.9|0|2|55.29|4.0|11.8|229|2016
3.0|Team|||5|2|0|0.0|0|0.0|0|0|0.0|0.4|0.0|229|2016
4.0|Kamrin Solomon|JR|WR|11|1|0|0.0|0|0.0|0|0|0.0|0.1|0.0|229|2016
|Total|||12|366|215|58.7|2521|6.9|9|13|117.61|30.5|210.1|229|2016
|Opponents|||12|355|233|65.6|3221|9.1|24|10|158.52|29.6|268.4|229|2016
1.0|Alex McGough|JR|QB|9|286|167|58.4|1891|6.6|13|11|121.24|31.8|210.1|231|2016
2.0|Maurice Alexander|FR|QB|8|87|51|58.6|613|7.0|2|6|111.61|10.9|76.6|231|2016
3.0|Christian Alexander|FR|QB|4|34|20|58.8|216|6.4|4|0|151.01|8.5|54.0|231|2016
|Total|||12|407|238|58.5|2720|6.7|19|17|121.67|33.9|226.7|231|2016
|Opponents|||12|366|226|61.7|2830|7.7|22|6|143.26|30.5|235.8|231|2016
1.0|Deondre Francois|FR|QB|13|400|235|58.8|3350|8.4|20|7|142.1|30.8|257.7|234|2016
